klength,call_sequence,count
11,ImmutableList.size ImmutableList.toArray Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next ,1
11,ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ,1
11,StringReader.<init> LineNumberReader.<init> ArrayList.<init> LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber Joiner.join StringBuilder.append ,1
11,Choice$8.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Choice.iterator Iterators.singletonIterator Choice.iterator Collection.iterator ,1
11,Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator Iterators.singletonIterator Choice$5$1.apply Function.apply ,1
11,Bindings.<init> HashMap.<init> Bindings.<init> ForwardingMap.<init> Object.<init> Preconditions.checkNotNull Bindings$Key.getValueType Object.getClass Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType ,1
11,ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> Enum.valueOf ErrorProneOptions$Severity;.clone StringBuilder.<init> ,1
11,Choice$6.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Choice.asIterable Choice$4.<init> Object.<init> Iterables.transform ,1
11,Iterable.iterator Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add ,2
11,ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next String.equals ,5
11,ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> ,3
11,String.isEmpty StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> ,1
11,Map.put Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs ,2
11,LineNumberReader.<init> ArrayList.<init> LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber Joiner.join StringBuilder.append StringBuilder.toString ,1
11,Collection.iterator Choice$5$1.<init> Object.<init> Iterators.transform Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply ,1
11,Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ImmutableMap.copyOf ,1
11,ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> ,3
11,Joiner.join StringBuilder.append StringBuilder.toString StringBuilder.replace StringBuilder.toString Object.<init> StringBuilder.<init> Preconditions.checkArgument SourceFile.getLines CharSource.wrap CharSource.readLines ,1
11,List.add List.size List.addAll List.size List.get List.add List.size List.get List.add List.size List.get ,1
11,Iterables.transform Optional.presentInstances Iterable.iterator Choice.iterator Collection.iterator Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ,1
11,String.length String.substring String.split StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ,1
11,BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> ,1
11,Optional.presentInstances Iterable.iterator Choice.iterator Collection.iterator Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks Object.<init> ,1
11,Object.<init> HashMap.<init> ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> ,2
11,ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> ImmutableList.size ImmutableList.toArray Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ,1
11,String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ,1
11,Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> Choice.<init> ,1
11,ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap ,2
11,Choice.none Choice$8.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Choice.iterator Iterators.singletonIterator Choice.iterator ,1
11,StringBuilder.substring Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> JavacTool.create JavacTool.create Choice$1.<init> Choice.<init> Choice.<init> ,2
11,Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next ,5
11,String.split StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> ,1
11,LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber Joiner.join StringBuilder.append StringBuilder.toString Preconditions.checkArgument StringBuilder.<init> ,2
11,List.addAll List.size List.get List.add List.size List.get List.add List.size List.get List.add List.size ,1
11,Choice$5$1.<init> Object.<init> Iterators.transform Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator ,1
11,ImmutableList.toArray Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next String.equals ,1
11,Enum.valueOf ErrorProneOptions$Severity;.clone StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ,1
11,Collection.size Choice$3.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice$2.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull ,1
11,StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap Object.<init> ,2
11,SourceFile.getLines CharSource.wrap CharSource.readLines ArrayList.<init> List.size List.get List.add List.size List.addAll List.size List.get ,1
11,Preconditions.checkArgument Object.<init> StringBuilder.<init> StringBuilder.substring Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> JavacTool.create JavacTool.create ,2
11,ArrayList.<init> List.size List.get List.add List.size List.addAll List.size List.get List.add List.size List.get ,1
11,CharSource.readLines Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap CharSource.readLines Object.<init> StringBuilder.<init> StringBuilder.length StringBuilder.<init> ,1
11,ErrorProneOptions$Severity;.clone StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ,1
11,StringBuilder.replace StringBuilder.toString CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.length StringBuilder.<init> Joiner.on Object.<init> StringBuilder.<init> Preconditions.checkArgument ,2
11,InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next ,2
11,CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.length StringBuilder.<init> Joiner.on ,2
11,String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ,1
11,Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ,1
11,Iterators.singletonIterator Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Preconditions.checkNotNull Choice$2.<init> Choice.<init> Choice.<init> Object.<init> Collection.size ,1
11,Thread.interrupted Choice$5.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Thread.interrupted Choice.iterator Collection.iterator ,1
11,ErrorProneOptions$Builder.putSeverity Map.put Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ,2
11,Joiner.on Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> StringBuilder.substring Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> ,2
11,ErrorProneOptions$Severity.valueOf ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> Enum.valueOf ErrorProneOptions$Severity;.clone ,1
11,Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator Iterators.singletonIterator Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator ,1
11,HashMap.<init> ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace ,2
11,Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next String.equals ,2
11,Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator Iterators.singletonIterator Choice$5$1.apply Function.apply Choice.iterator ,1
11,Preconditions.checkNotNull Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> ,1
11,Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ,1
11,JavacTool.create JavacTool.create Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent ,1
11,TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> Choice.<init> Choice.<init> Object.<init> ,1
11,List.get List.add List.size List.addAll List.size List.get List.add List.size List.get List.add List.size ,1
11,StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap Object.<init> StringBuilder.<init> ,2
11,TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> Choice.<init> Choice.<init> ,1
11,Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull ,1
11,List.size List.get List.add List.size List.addAll List.size List.get List.add List.size List.get List.add ,1
11,Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ImmutableList$Builder.build ,1
11,Iterators.transform Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator Iterators.singletonIterator Choice$5$1.apply ,1
11,Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ,1
11,StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator ,2
11,SourceFile.replaceLines StringBuilder.length StringBuilder.<init> Joiner.on Joiner.join StringBuilder.append StringBuilder.toString StringBuilder.replace StringBuilder.toString Object.<init> StringBuilder.<init> ,1
11,LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber Joiner.join StringBuilder.append StringBuilder.toString Preconditions.checkArgument StringBuilder.<init> Joiner.on ,3
12,ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap ,2
12,Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ,1
12,ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> ,3
12,Choice$2.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Thread.interrupted Choice$5.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> ,1
12,Choice$3.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice$2.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Thread.interrupted Choice$5.<init> ,1
12,PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> ,1
12,String.substring String.split StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> ,1
12,Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> Enum.valueOf ErrorProneOptions$Severity;.clone StringBuilder.<init> StringBuilder.append StringBuilder.toString ,1
12,Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ,1
12,Object.getClass Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> Choice.<init> ,1
12,Choice$5.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Thread.interrupted Choice.iterator Collection.iterator Choice$5$1.<init> Object.<init> ,1
12,Choice$4.<init> Object.<init> Choice.iterator Thread.interrupted Choice.iterator Collection.iterator Choice$5$1.<init> Object.<init> Iterators.transform Iterators.concat Choice$5$1.apply Function.apply ,1
12,Choice.asIterable Choice$4.<init> Object.<init> Iterables.transform Optional.presentInstances Iterable.iterator Choice.iterator Collection.iterator Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks Object.<init> ,1
12,ForwardingMap.<init> Object.<init> Preconditions.checkNotNull Bindings$Key.getValueType Object.getClass Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> ,1
12,Bindings$Key.getValueType Object.getClass Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> ,1
12,StringBuilder.length StringBuilder.<init> Joiner.on Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> StringBuilder.substring Object.<init> StringBuilder.<init> Preconditions.checkArgument ,2
12,ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ,2
12,ImmutableList.size ImmutableList.toArray Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next String.equals ,1
12,ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> ,1
12,StringReader.<init> LineNumberReader.<init> ArrayList.<init> LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber Joiner.join StringBuilder.append StringBuilder.toString ,1
12,Choice$8.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Choice.iterator Iterators.singletonIterator Choice.iterator Collection.iterator Iterators.concat ,1
12,Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator Iterators.singletonIterator Choice$5$1.apply Function.apply Choice.iterator ,1
12,Bindings.<init> HashMap.<init> Bindings.<init> ForwardingMap.<init> Object.<init> Preconditions.checkNotNull Bindings$Key.getValueType Object.getClass Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast ,1
12,ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> Enum.valueOf ErrorProneOptions$Severity;.clone StringBuilder.<init> StringBuilder.append ,1
12,Choice$6.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Choice.asIterable Choice$4.<init> Object.<init> Iterables.transform Optional.presentInstances ,1
12,Iterable.iterator Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ,2
12,ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next String.equals String.startsWith ,5
12,ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ,3
12,String.isEmpty StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ,1
12,Map.put Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ,2
12,LineNumberReader.<init> ArrayList.<init> LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber Joiner.join StringBuilder.append StringBuilder.toString Preconditions.checkArgument ,1
12,Collection.iterator Choice$5$1.<init> Object.<init> Iterators.transform Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator ,1
12,Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ,1
12,ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> ,3
12,Joiner.join StringBuilder.append StringBuilder.toString StringBuilder.replace StringBuilder.toString Object.<init> StringBuilder.<init> Preconditions.checkArgument SourceFile.getLines CharSource.wrap CharSource.readLines ArrayList.<init> ,1
12,List.add List.size List.addAll List.size List.get List.add List.size List.get List.add List.size List.get List.add ,1
12,Iterables.transform Optional.presentInstances Iterable.iterator Choice.iterator Collection.iterator Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks Object.<init> ,1
12,String.length String.substring String.split StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> ,1
12,BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull ,1
12,Optional.presentInstances Iterable.iterator Choice.iterator Collection.iterator Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks Object.<init> PrintWriter.<init> ,1
12,Object.<init> HashMap.<init> ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace ,2
12,ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> ImmutableList.size ImmutableList.toArray Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> ,1
12,String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ,1
12,Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> Choice.<init> Choice.<init> ,1
12,ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> ,2
12,Choice.none Choice$8.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Choice.iterator Iterators.singletonIterator Choice.iterator Collection.iterator ,1
12,StringBuilder.substring Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> JavacTool.create JavacTool.create Choice$1.<init> Choice.<init> Choice.<init> Object.<init> ,2
12,Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next String.equals ,5
12,String.split StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ,1
12,LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber Joiner.join StringBuilder.append StringBuilder.toString Preconditions.checkArgument StringBuilder.<init> Joiner.on ,2
12,List.addAll List.size List.get List.add List.size List.get List.add List.size List.get List.add List.size SourceFile.replaceLines ,1
12,Choice$5$1.<init> Object.<init> Iterators.transform Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator Iterators.singletonIterator ,1
12,ImmutableList.toArray Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next String.equals String.startsWith ,1
12,Enum.valueOf ErrorProneOptions$Severity;.clone StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ,1
12,Collection.size Choice$3.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice$2.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Thread.interrupted ,1
